studyName,Cruise,"Datetime PST (Event Log)","Latitude (Event Log) (º)","Longitude (Event Log) (º)",Cycle,"Event Number","Cast Number","Bottle Number","Depth (m)","Heterotrophic Bacteria (µg/L)","Prochlorococcus (µg/L)","Synechococcus (µg/L)",Notes
P1208MV,P1208,"2012-08-06 01:14:40",34.56148,-122.7682,CYCLE1,163,17,5,39,49.41,0.13,1.38,
P1208MV,P1208,"2012-08-06 00:57:55",34.56763,-122.7648,CYCLE1,163,17,2,50,7.09,0.60,0.21,
P1208MV,P1208,"2012-08-06 01:14:40",34.56148,-122.7682,CYCLE1,163,17,2,50,7.09,0.60,0.21,
P1208MV,P1208,"2012-08-07 00:57:42",34.21371,-122.9041,CYCLE1,195,21,23,3,70.56,0.24,11.55,
P1208MV,P1208,"2012-08-07 00:57:42",34.21371,-122.9041,CYCLE1,195,21,20,8,68.95,0.23,11.52,
P1208MV,P1208,"2012-08-07 00:57:42",34.21371,-122.9041,CYCLE1,195,21,17,12,68.29,0.21,8.20,
P1208MV,P1208,"2012-08-07 00:57:42",34.21371,-122.9041,CYCLE1,195,21,14,20,62.52,0.23,5.26,
P1208MV,P1208,"2012-08-07 00:57:42",34.21371,-122.9041,CYCLE1,195,21,11,25,61.19,0.23,5.00,
P1208MV,P1208,"2012-08-07 00:57:42",34.21371,-122.9041,CYCLE1,195,21,8,30,58.41,0.23,4.62,
P1208MV,P1208,"2012-08-07 00:57:42",34.21371,-122.9041,CYCLE1,195,21,5,39,23.64,0.49,1.28,
P1208MV,P1208,"2012-08-07 00:57:42",34.21371,-122.9041,CYCLE1,195,21,2,50,28.29,0.35,1.00,
P1208MV,P1208,"2012-08-08 01:07:07",33.85843,-122.9613,CYCLE1,224,24,23,3,44.04,0.71,33.09,
P1208MV,P1208,"2012-08-08 01:07:07",33.85843,-122.9613,CYCLE1,224,24,20,8,48.25,0.61,29.84,
P1208MV,P1208,"2012-08-08 01:07:07",33.85843,-122.9613,CYCLE1,224,24,17,12,50.15,0.53,27.01,
P1208MV,P1208,"2012-08-08 01:07:07",33.85843,-122.9613,CYCLE1,224,24,14,20,47.43,0.38,9.50,
P1208MV,P1208,"2012-08-08 01:07:07",33.85843,-122.9613,CYCLE1,224,24,11,25,46.40,0.44,5.93,
P1208MV,P1208,"2012-08-08 01:07:07",33.85843,-122.9613,CYCLE1,224,24,8,30,51.68,0.46,6.56,
P1208MV,P1208,"2012-08-08 01:07:07",33.85843,-122.9613,CYCLE1,224,24,5,40,26.05,1.18,2.55,
P1208MV,P1208,"2012-08-08 01:07:07",33.85843,-122.9613,CYCLE1,224,24,2,49,15.45,0.63,0.56,
P1208MV,P1208,"2012-08-09 02:03:01",33.54768,-122.8609,CYCLE1,249,26,23,3,44.86,0.97,28.46,
P1208MV,P1208,"2012-08-09 02:03:01",33.54768,-122.8609,CYCLE1,249,26,21,7,51.53,0.86,28.34,
P1208MV,P1208,"2012-08-09 02:03:01",33.54768,-122.8609,CYCLE1,249,26,19,11,43.09,0.70,28.55,
P1208MV,P1208,"2012-08-09 02:03:01",33.54768,-122.8609,CYCLE1,249,26,17,19,47.11,0.61,26.46,
P1208MV,P1208,"2012-08-09 02:03:01",33.54768,-122.8609,CYCLE1,249,26,15,24,45.14,0.56,18.18,
P1208MV,P1208,"2012-08-09 02:03:01",33.54768,-122.8609,CYCLE1,249,26,13,29,47.92,0.49,12.84,
P1208MV,P1208,"2012-08-09 02:03:01",33.54768,-122.8609,CYCLE1,249,26,11,39,36.32,0.64,6.05,
P1208MV,P1208,"2012-08-09 02:03:01",33.54768,-122.8609,CYCLE1,249,26,9,49,21.82,1.27,1.97,
P1208MV,P1208,"2012-08-10 01:02:15",34.57234,-123.0386,CYCLE2,257,27,22,2,10.86,5.39,2.91,
P1208MV,P1208,"2012-08-10 01:02:15",34.57234,-123.0386,CYCLE2,257,27,20,12,10.63,5.30,2.80,
P1208MV,P1208,"2012-08-10 01:02:15",34.57234,-123.0386,CYCLE2,257,27,17,19,10.57,5.05,2.95,
P1208MV,P1208,"2012-08-10 01:02:15",34.57234,-123.0386,CYCLE2,257,27,14,30,11.21,5.33,3.21,
P1208MV,P1208,"2012-08-10 01:02:15",34.57234,-123.0386,CYCLE2,257,27,11,39,11.60,5.22,3.57,
P1208MV,P1208,"2012-08-10 01:02:15",34.57234,-123.0386,CYCLE2,257,27,8,50,7.44,4.31,0.86,
P1208MV,P1208,"2012-08-10 01:02:15",34.57234,-123.0386,CYCLE2,257,27,5,59,6.53,2.92,0.44,
P1208MV,P1208,"2012-08-10 01:02:15",34.57234,-123.0386,CYCLE2,257,27,2,70,2.69,0.03,0.03,
P1208MV,P1208,"2012-08-11 01:45:36",34.09219,-123.2575,CYCLE2,289,32,22,2,11.05,3.43,2.52,
P1208MV,P1208,"2012-08-11 01:45:36",34.09219,-123.2575,CYCLE2,289,32,20,12,11.47,3.39,2.72,
P1208MV,P1208,"2012-08-11 01:45:36",34.09219,-123.2575,CYCLE2,289,32,17,19,12.29,3.29,2.89,
P1208MV,P1208,"2012-08-11 01:45:36",34.09219,-123.2575,CYCLE2,289,32,14,29,13.73,3.17,3.51,
P1208MV,P1208,"2012-08-11 01:45:36",34.09219,-123.2575,CYCLE2,289,32,11,40,18.61,3.06,3.82,
P1208MV,P1208,"2012-08-11 01:45:36",34.09219,-123.2575,CYCLE2,289,32,8,49,18.69,2.99,3.98,
P1208MV,P1208,"2012-08-11 01:45:36",34.09219,-123.2575,CYCLE2,289,32,5,59,7.24,2.95,0.77,
P1208MV,P1208,"2012-08-11 01:45:36",34.09219,-123.2575,CYCLE2,289,32,2,72,5.85,2.97,0.27,
P1208MV,P1208,"2012-08-12 02:03:31",33.58129,-123.1776,CYCLE2,321,35,22,3,11.19,3.92,2.69,
P1208MV,P1208,"2012-08-12 02:03:31",33.58129,-123.1776,CYCLE2,321,35,20,12,8.96,4.85,1.18,
P1208MV,P1208,"2012-08-12 02:03:31",33.58129,-123.1776,CYCLE2,321,35,18,20,8.03,3.93,0.89,
P1208MV,P1208,"2012-08-12 02:03:31",33.58129,-123.1776,CYCLE2,321,35,16,31,7.03,2.36,0.50,
P1208MV,P1208,"2012-08-12 02:03:31",33.58129,-123.1776,CYCLE2,321,35,14,40,6.13,1.74,0.30,
P1208MV,P1208,"2012-08-12 02:03:31",33.58129,-123.1776,CYCLE2,321,35,12,50,6.21,1.73,0.30,
P1208MV,P1208,"2012-08-12 02:03:31",33.58129,-123.1776,CYCLE2,321,35,10,60,4.42,1.02,0.19,
P1208MV,P1208,"2012-08-12 02:03:31",33.58129,-123.1776,CYCLE2,321,35,8,70,3.94,0.80,0.14,
P1208MV,P1208,"2012-08-13 01:03:17",34.54643,-122.5009,CYCLE3,329,36,22,2,30.42,0.36,20.91,
P1208MV,P1208,"2012-08-13 01:03:17",34.54643,-122.5009,CYCLE3,329,36,20,7,30.90,0.29,20.94,
P1208MV,P1208,"2012-08-13 01:03:17",34.54643,-122.5009,CYCLE3,329,36,17,12,27.83,0.28,21.09,
P1208MV,P1208,"2012-08-13 01:03:17",34.54643,-122.5009,CYCLE3,329,36,14,20,33.44,0.25,19.29,
P1208MV,P1208,"2012-08-13 01:03:17",34.54643,-122.5009,CYCLE3,329,36,11,24,39.83,0.10,15.38,
P1208MV,P1208,"2012-08-13 01:03:17",34.54643,-122.5009,CYCLE3,329,36,8,29,30.82,0.08,10.86,
P1208MV,P1208,"2012-08-13 01:03:17",34.54643,-122.5009,CYCLE3,329,36,5,40,30.84,0.05,10.29,
P1208MV,P1208,"2012-08-13 01:03:17",34.54643,-122.5009,CYCLE3,329,36,2,50,13.53,0.01,0.86,
P1208MV,P1208,"2012-08-14 01:00:44",34.49759,-122.4804,CYCLE3,360,40,22,2,20.88,0.23,13.03,
P1208MV,P1208,"2012-08-14 01:00:44",34.49759,-122.4804,CYCLE3,360,40,20,7,20.33,0.22,13.11,
P1208MV,P1208,"2012-08-14 01:00:44",34.49759,-122.4804,CYCLE3,360,40,17,11,21.95,0.21,13.47,
P1208MV,P1208,"2012-08-14 01:00:44",34.49759,-122.4804,CYCLE3,360,40,14,20,33.18,0.19,18.42,
P1208MV,P1208,"2012-08-14 01:00:44",34.49759,-122.4804,CYCLE3,360,40,11,24,34.70,0.14,10.99,
P1208MV,P1208,"2012-08-14 01:00:44",34.49759,-122.4804,CYCLE3,360,40,8,30,34.98,0.12,7.98,
P1208MV,P1208,"2012-08-14 01:00:44",34.49759,-122.4804,CYCLE3,360,40,5,39,36.86,0.10,5.79,
P1208MV,P1208,"2012-08-14 01:00:44",34.49759,-122.4804,CYCLE3,360,40,2,49,12.78,0.04,0.28,
P1208MV,P1208,"2012-08-15 03:12:29",34.51345,-122.4025,CYCLE3,389,43,24,2,22.97,0.43,18.06,
P1208MV,P1208,"2012-08-15 03:12:29",34.51345,-122.4025,CYCLE3,389,43,22,7,23.61,0.37,16.86,
P1208MV,P1208,"2012-08-15 03:12:29",34.51345,-122.4025,CYCLE3,389,43,20,12,23.36,0.35,16.88,
P1208MV,P1208,"2012-08-15 03:12:29",34.51345,-122.4025,CYCLE3,389,43,18,19,20.99,0.11,7.69,
P1208MV,P1208,"2012-08-15 03:12:29",34.51345,-122.4025,CYCLE3,389,43,16,25,19.96,0.10,6.14,
P1208MV,P1208,"2012-08-15 03:12:29",34.51345,-122.4025,CYCLE3,389,43,14,30,20.99,0.07,5.04,
P1208MV,P1208,"2012-08-15 03:12:29",34.51345,-122.4025,CYCLE3,389,43,12,40,26.73,0.03,3.84,
P1208MV,P1208,"2012-08-15 03:12:29",34.51345,-122.4025,CYCLE3,389,43,10,50,22.28,0.01,0.38,
P1208MV,P1208,"2012-08-16 01:00:42",34.5429,-123.2678,CYCLE4,400,44,22,2,3.55,3.44,0.20,
P1208MV,P1208,"2012-08-16 01:00:42",34.5429,-123.2678,CYCLE4,400,44,20,12,4.32,3.18,0.23,
P1208MV,P1208,"2012-08-16 01:00:42",34.5429,-123.2678,CYCLE4,400,44,17,24,4.44,3.11,0.22,
P1208MV,P1208,"2012-08-16 01:00:42",34.5429,-123.2678,CYCLE4,400,44,14,39,4.34,3.03,0.26,
P1208MV,P1208,"2012-08-16 01:00:42",34.5429,-123.2678,CYCLE4,400,44,11,50,4.42,3.03,0.62,
P1208MV,P1208,"2012-08-16 01:00:42",34.5429,-123.2678,CYCLE4,400,44,8,60,2.53,1.25,0.48,
P1208MV,P1208,"2012-08-16 01:00:42",34.5429,-123.2678,CYCLE4,400,44,5,79,2.01,1.19,0.13,
P1208MV,P1208,"2012-08-16 01:00:42",34.5429,-123.2678,CYCLE4,400,44,2,100,2.58,0.37,0.04,
P1208MV,P1208,"2012-08-17 01:02:13",34.31582,-123.4583,CYCLE4,428,48,22,2,3.79,2.40,0.20,
P1208MV,P1208,"2012-08-17 01:02:13",34.31582,-123.4583,CYCLE4,428,48,20,12,4.19,2.53,0.21,
P1208MV,P1208,"2012-08-17 01:02:13",34.31582,-123.4583,CYCLE4,428,48,17,24,4.22,2.60,0.23,
P1208MV,P1208,"2012-08-17 01:02:13",34.31582,-123.4583,CYCLE4,428,48,14,40,4.25,2.38,0.28,
P1208MV,P1208,"2012-08-17 01:02:13",34.31582,-123.4583,CYCLE4,428,48,11,50,3.94,1.78,0.32,
P1208MV,P1208,"2012-08-17 01:02:13",34.31582,-123.4583,CYCLE4,428,48,8,59,2.22,1.25,0.68,
P1208MV,P1208,"2012-08-17 01:02:13",34.31582,-123.4583,CYCLE4,428,48,5,79,2.00,1.28,0.14,
P1208MV,P1208,"2012-08-17 01:02:13",34.31582,-123.4583,CYCLE4,428,48,2,99,1.98,0.69,0.08,
P1208MV,P1208,"2012-08-18 02:03:52",34.06398,-123.6868,CYCLE4,457,51,20,12,8.47,2.54,0.71,
P1208MV,P1208,"2012-08-18 02:03:52",34.06398,-123.6868,CYCLE4,457,51,17,25,8.31,2.51,0.90,
P1208MV,P1208,"2012-08-18 02:03:52",34.06398,-123.6868,CYCLE4,457,51,14,40,11.33,2.53,3.54,
P1208MV,P1208,"2012-08-18 02:03:52",34.06398,-123.6868,CYCLE4,457,51,11,50,2.53,0.87,0.42,
P1208MV,P1208,"2012-08-18 02:03:52",34.06398,-123.6868,CYCLE4,457,51,8,60,2.45,0.88,0.18,
P1208MV,P1208,"2012-08-18 02:03:52",34.06398,-123.6868,CYCLE4,457,51,5,80,3.96,1.28,0.09,
P1208MV,P1208,"2012-08-18 02:03:52",34.06398,-123.6868,CYCLE4,457,51,2,100,3.24,0.44,0.03,
P1208MV,P1208,"2012-08-19 00:09:42",34.0849,-123.3124,CYCLE5,469,52,22,2,13.22,1.00,5.88,
P1208MV,P1208,"2012-08-19 00:09:42",34.0849,-123.3124,CYCLE5,469,52,20,12,13.11,1.00,5.68,
P1208MV,P1208,"2012-08-19 00:09:42",34.0849,-123.3124,CYCLE5,469,52,17,20,13.86,1.50,6.21,
P1208MV,P1208,"2012-08-19 00:09:42",34.0849,-123.3124,CYCLE5,469,52,14,30,3.66,4.45,1.18,
P1208MV,P1208,"2012-08-19 00:09:42",34.0849,-123.3124,CYCLE5,469,52,11,40,4.48,2.48,1.42,
P1208MV,P1208,"2012-08-19 00:09:42",34.0849,-123.3124,CYCLE5,469,52,8,50,4.32,0.94,0.36,
P1208MV,P1208,"2012-08-19 00:09:42",34.0849,-123.3124,CYCLE5,469,52,5,60,8.04,0.29,0.30,
P1208MV,P1208,"2012-08-19 00:09:42",34.0849,-123.3124,CYCLE5,469,52,2,70,5.57,0.22,0.15,
P1208MV,P1208,"2012-08-20 00:36:28",33.78283,-123.6193,CYCLE5,498,56,22,2,15.38,1.85,4.87,
P1208MV,P1208,"2012-08-20 00:36:28",33.78283,-123.6193,CYCLE5,498,56,20,12,15.77,1.82,5.02,
P1208MV,P1208,"2012-08-20 00:36:28",33.78283,-123.6193,CYCLE5,498,56,18,20,14.18,1.74,4.85,
P1208MV,P1208,"2012-08-20 00:36:28",33.78283,-123.6193,CYCLE5,498,56,16,30,21.53,1.72,6.85,
P1208MV,P1208,"2012-08-20 00:36:28",33.78283,-123.6193,CYCLE5,498,56,14,40,18.03,1.60,6.68,
P1208MV,P1208,"2012-08-20 00:36:28",33.78283,-123.6193,CYCLE5,498,56,8,50,4.03,1.39,1.01,
P1208MV,P1208,"2012-08-20 00:36:28",33.78283,-123.6193,CYCLE5,498,56,5,60,3.45,1.73,0.29,
P1208MV,P1208,"2012-08-20 00:36:28",33.78283,-123.6193,CYCLE5,498,56,2,71,5.75,0.78,0.07,
P1208MV,P1208,"2012-08-20 15:38:50",34.55758,-122.5212,EFRONT2,503,57,8,3,21.78,0.41,12.81,
P1208MV,P1208,"2012-08-20 15:38:50",34.55758,-122.5212,EFRONT2,503,57,7,9,21.40,0.38,12.28,
P1208MV,P1208,"2012-08-20 15:38:50",34.55758,-122.5212,EFRONT2,503,57,6,16,21.52,0.38,12.23,
P1208MV,P1208,"2012-08-20 15:38:50",34.55758,-122.5212,EFRONT2,503,57,5,22,39.54,0.37,0.51,
P1208MV,P1208,"2012-08-20 15:38:50",34.55758,-122.5212,EFRONT2,503,57,4,35,12.30,0.07,0.18,
P1208MV,P1208,"2012-08-20 15:38:50",34.55758,-122.5212,EFRONT2,503,57,3,49,6.85,0.05,0.06,
P1208MV,P1208,"2012-08-20 15:38:50",34.55758,-122.5212,EFRONT2,503,57,2,74,4.13,0.03,0.06,
P1208MV,P1208,"2012-08-20 18:01:45",34.56417,-122.6166,EFRONT2,509,58,8,2,19.68,0.23,14.06,
P1208MV,P1208,"2012-08-20 18:01:45",34.56417,-122.6166,EFRONT2,509,58,7,14,18.80,0.22,14.41,
P1208MV,P1208,"2012-08-20 18:01:45",34.56417,-122.6166,EFRONT2,509,58,6,24,22.45,0.17,6.91,
P1208MV,P1208,"2012-08-20 18:01:45",34.56417,-122.6166,EFRONT2,509,58,5,34,23.73,0.18,0.37,
P1208MV,P1208,"2012-08-20 18:01:45",34.56417,-122.6166,EFRONT2,509,58,4,41,16.60,0.15,0.13,
P1208MV,P1208,"2012-08-20 18:01:45",34.56417,-122.6166,EFRONT2,509,58,3,49,9.84,0.05,0.05,
P1208MV,P1208,"2012-08-20 18:01:45",34.56417,-122.6166,EFRONT2,509,58,2,75,4.31,0.04,0.05,
P1208MV,P1208,"2012-08-20 19:31:16",34.56749,-122.6653,EFRONT2,515,59,9,3,19.09,0.29,11.05,
P1208MV,P1208,"2012-08-20 19:31:16",34.56749,-122.6653,EFRONT2,515,59,8,14,18.63,0.30,11.03,
P1208MV,P1208,"2012-08-20 19:31:16",34.56749,-122.6653,EFRONT2,515,59,7,24,25.37,0.31,6.91,
P1208MV,P1208,"2012-08-20 19:31:16",34.56749,-122.6653,EFRONT2,515,59,6,33,22.58,0.31,1.67,
P1208MV,P1208,"2012-08-20 19:31:16",34.56749,-122.6653,EFRONT2,515,59,5,42,12.13,0.19,0.13,
P1208MV,P1208,"2012-08-20 19:31:16",34.56749,-122.6653,EFRONT2,515,59,4,49,16.20,0.10,0.07,
P1208MV,P1208,"2012-08-20 19:31:16",34.56749,-122.6653,EFRONT2,515,59,3,75,3.71,0.04,0.01,
P1208MV,P1208,"2012-08-20 21:27:36",34.57217,-122.7134,EFRONT2,522,60,8,2,17.39,0.19,0.96,
P1208MV,P1208,"2012-08-20 21:27:36",34.57217,-122.7134,EFRONT2,522,60,7,10,17.73,0.19,1.00,
P1208MV,P1208,"2012-08-20 21:27:36",34.57217,-122.7134,EFRONT2,522,60,6,19,21.28,0.28,1.27,
P1208MV,P1208,"2012-08-20 21:27:36",34.57217,-122.7134,EFRONT2,522,60,5,27,17.47,0.43,1.79,
P1208MV,P1208,"2012-08-20 21:27:36",34.57217,-122.7134,EFRONT2,522,60,4,39,7.39,0.38,0.70,
P1208MV,P1208,"2012-08-20 21:27:36",34.57217,-122.7134,EFRONT2,522,60,3,49,3.83,0.37,0.13,
P1208MV,P1208,"2012-08-20 21:27:36",34.57217,-122.7134,EFRONT2,522,60,2,75,6.43,0.02,0.03,
P1208MV,P1208,"2012-08-20 22:52:57",34.57499,-122.7616,EFRONT2,527,61,8,3,24.07,0.61,3.42,
P1208MV,P1208,"2012-08-20 22:52:57",34.57499,-122.7616,EFRONT2,527,61,7,10,23.48,0.58,3.23,
P1208MV,P1208,"2012-08-20 22:52:57",34.57499,-122.7616,EFRONT2,527,61,6,20,29.69,0.34,1.73,
P1208MV,P1208,"2012-08-20 22:52:57",34.57499,-122.7616,EFRONT2,527,61,5,29,31.39,0.27,1.17,
P1208MV,P1208,"2012-08-20 22:52:57",34.57499,-122.7616,EFRONT2,527,61,4,40,11.24,0.40,1.08,
P1208MV,P1208,"2012-08-20 22:52:57",34.57499,-122.7616,EFRONT2,527,61,3,49,4.77,0.32,0.37,
P1208MV,P1208,"2012-08-20 22:52:57",34.57499,-122.7616,EFRONT2,527,61,2,74,3.19,0.13,0.04,
P1208MV,P1208,"2012-08-21 00:10:02",34.57838,-122.8096,EFRONT2,532,62,9,2,11.17,0.97,2.76,
P1208MV,P1208,"2012-08-21 00:10:02",34.57838,-122.8096,EFRONT2,532,62,8,10,10.95,0.95,2.71,
P1208MV,P1208,"2012-08-21 00:10:02",34.57838,-122.8096,EFRONT2,532,62,7,20,13.37,0.72,2.63,
P1208MV,P1208,"2012-08-21 00:10:02",34.57838,-122.8096,EFRONT2,532,62,6,29,4.17,1.39,0.66,
P1208MV,P1208,"2012-08-21 00:10:02",34.57838,-122.8096,EFRONT2,532,62,5,39,3.83,1.41,0.36,
P1208MV,P1208,"2012-08-21 00:10:02",34.57838,-122.8096,EFRONT2,532,62,4,49,3.71,0.94,0.31,
P1208MV,P1208,"2012-08-21 00:10:02",34.57838,-122.8096,EFRONT2,532,62,3,74,3.45,0.10,0.05,
P1208MV,P1208,"2012-08-21 01:53:07",34.58216,-122.8578,EFRONT2,539,63,9,3,7.97,1.79,1.95,
P1208MV,P1208,"2012-08-21 01:53:07",34.58216,-122.8578,EFRONT2,539,63,8,10,8.16,1.69,1.97,
P1208MV,P1208,"2012-08-21 01:53:07",34.58216,-122.8578,EFRONT2,539,63,7,19,8.45,0.82,1.92,
P1208MV,P1208,"2012-08-21 01:53:07",34.58216,-122.8578,EFRONT2,539,63,6,30,7.31,1.41,1.18,
P1208MV,P1208,"2012-08-21 01:53:07",34.58216,-122.8578,EFRONT2,539,63,5,39,3.42,1.08,0.08,
P1208MV,P1208,"2012-08-21 01:53:07",34.58216,-122.8578,EFRONT2,539,63,4,54,3.91,0.05,0.07,
P1208MV,P1208,"2012-08-21 01:53:07",34.58216,-122.8578,EFRONT2,539,63,3,74,1.49,0.01,0.02,
P1208MV,P1208,"2012-08-21 03:09:42",34.58476,-122.906,EFRONT2,544,64,9,1,11.45,1.91,4.68,
P1208MV,P1208,"2012-08-21 03:09:42",34.58476,-122.906,EFRONT2,544,64,8,14,9.78,1.45,3.73,
P1208MV,P1208,"2012-08-21 03:09:42",34.58476,-122.906,EFRONT2,544,64,7,24,8.60,0.92,2.99,
P1208MV,P1208,"2012-08-21 03:09:42",34.58476,-122.906,EFRONT2,544,64,6,34,7.61,1.77,1.76,
P1208MV,P1208,"2012-08-21 03:09:42",34.58476,-122.906,EFRONT2,544,64,5,44,5.74,3.56,0.64,
P1208MV,P1208,"2012-08-21 03:09:42",34.58476,-122.906,EFRONT2,544,64,4,59,3.85,0.07,0.08,
P1208MV,P1208,"2012-08-21 03:09:42",34.58476,-122.906,EFRONT2,544,64,3,79,3.15,0.05,0.04,
P1208MV,P1208,"2012-08-21 05:15:47",34.58718,-122.9554,EFRONT2,553,65,9,2,11.97,3.07,5.00,
P1208MV,P1208,"2012-08-21 05:15:47",34.58718,-122.9554,EFRONT2,553,65,8,15,12.31,2.90,4.81,
P1208MV,P1208,"2012-08-21 05:15:47",34.58718,-122.9554,EFRONT2,553,65,7,25,11.72,2.68,4.68,
P1208MV,P1208,"2012-08-21 05:15:47",34.58718,-122.9554,EFRONT2,553,65,6,35,7.13,3.55,1.44,
P1208MV,P1208,"2012-08-21 05:15:47",34.58718,-122.9554,EFRONT2,553,65,5,43,5.18,3.80,0.37,
P1208MV,P1208,"2012-08-21 05:15:47",34.58718,-122.9554,EFRONT2,553,65,4,59,4.21,1.35,0.17,
P1208MV,P1208,"2012-08-21 05:15:47",34.58718,-122.9554,EFRONT2,553,65,3,79,3.04,0.72,0.04,
P1208MV,P1208,"2012-08-21 06:41:37",34.59527,-123.0499,EFRONT2,556,66,9,3,10.55,5.52,1.42,
P1208MV,P1208,"2012-08-21 06:41:37",34.59527,-123.0499,EFRONT2,556,66,8,14,10.36,5.36,1.36,
P1208MV,P1208,"2012-08-21 06:41:37",34.59527,-123.0499,EFRONT2,556,66,7,29,9.25,4.08,2.65,
P1208MV,P1208,"2012-08-21 06:41:37",34.59527,-123.0499,EFRONT2,556,66,6,40,8.88,2.40,2.78,
P1208MV,P1208,"2012-08-21 06:41:37",34.59527,-123.0499,EFRONT2,556,66,5,49,5.85,4.67,0.43,
P1208MV,P1208,"2012-08-21 06:41:37",34.59527,-123.0499,EFRONT2,556,66,4,59,3.76,1.34,0.12,
P1208MV,P1208,"2012-08-21 06:41:37",34.59527,-123.0499,EFRONT2,556,66,3,74,1.55,0.46,0.02,
P1408MV,P1408,"2014-08-11 01:05:13",34.51287,-120.7702,"CYCLE 1",71,3,22,2,11.82,0.18,0.36,
P1408MV,P1408,"2014-08-11 01:05:13",34.51287,-120.7702,"CYCLE 1",71,3,18,12,16.90,0.21,1.21,
P1408MV,P1408,"2014-08-11 01:05:13",34.51287,-120.7702,"CYCLE 1",71,3,14,20,25.35,0.37,2.75,
P1408MV,P1408,"2014-08-11 01:05:13",34.51287,-120.7702,"CYCLE 1",71,3,10,25,29.58,0.41,4.88,
P1408MV,P1408,"2014-08-11 01:05:13",34.51287,-120.7702,"CYCLE 1",71,3,7,35,25.35,0.58,6.72,
P1408MV,P1408,"2014-08-11 01:05:13",34.51287,-120.7702,"CYCLE 1",71,3,4,45,21.13,0.80,5.87,
P1408MV,P1408,"2014-08-11 01:05:13",34.51287,-120.7702,"CYCLE 1",71,3,2,65,4.15,0.07,0.10,
P1408MV,P1408,"2014-08-11 01:05:13",34.51287,-120.7702,"CYCLE 1",71,3,1,85,3.14,0.02,0.04,
P1408MV,P1408,"2014-08-12 02:01:42",34.72423,-121.0039,"CYCLE 1",107,8,22,2,11.87,0.24,0.82,
P1408MV,P1408,"2014-08-12 02:01:42",34.72423,-121.0039,"CYCLE 1",107,8,19,8,19.72,0.28,2.18,
P1408MV,P1408,"2014-08-12 02:01:42",34.72423,-121.0039,"CYCLE 1",107,8,15,12,26.76,0.37,10.00,
P1408MV,P1408,"2014-08-12 02:01:42",34.72423,-121.0039,"CYCLE 1",107,8,11,20,19.72,0.45,9.37,
P1408MV,P1408,"2014-08-12 02:01:42",34.72423,-121.0039,"CYCLE 1",107,8,7,30,19.72,0.45,9.18,
P1408MV,P1408,"2014-08-12 02:01:42",34.72423,-121.0039,"CYCLE 1",107,8,4,40,19.72,0.70,8.83,
P1408MV,P1408,"2014-08-12 02:01:42",34.72423,-121.0039,"CYCLE 1",107,8,2,50,4.66,0.11,0.18,
P1408MV,P1408,"2014-08-12 02:01:42",34.72423,-121.0039,"CYCLE 1",107,8,1,70,4.18,0.02,0.06,
P1408MV,P1408,"2014-08-13 00:59:04",34.81323,-121.2174,"CYCLE 1",132,11,22,2,11.27,0.12,0.92,
P1408MV,P1408,"2014-08-13 00:59:04",34.81323,-121.2174,"CYCLE 1",132,11,19,8,21.13,0.24,3.29,
P1408MV,P1408,"2014-08-13 00:59:04",34.81323,-121.2174,"CYCLE 1",132,11,15,12,25.35,0.19,5.68,
P1408MV,P1408,"2014-08-13 00:59:04",34.81323,-121.2174,"CYCLE 1",132,11,11,20,11.99,0.17,2.75,
P1408MV,P1408,"2014-08-13 00:59:04",34.81323,-121.2174,"CYCLE 1",132,11,7,25,12.80,0.16,2.76,
P1408MV,P1408,"2014-08-13 00:59:04",34.81323,-121.2174,"CYCLE 1",132,11,4,30,12.45,0.15,2.56,
P1408MV,P1408,"2014-08-13 00:59:04",34.81323,-121.2174,"CYCLE 1",132,11,2,40,5.29,0.09,0.22,
P1408MV,P1408,"2014-08-13 00:59:04",34.81323,-121.2174,"CYCLE 1",132,11,1,60,3.42,0.03,0.04,
P1408MV,P1408,"2014-08-14 02:00:18",34.86689,-121.3611,"CYCLE 1",158,14,23,2,16.90,1.71,4.91,
P1408MV,P1408,"2014-08-14 02:00:18",34.86689,-121.3611,"CYCLE 1",158,14,21,12,16.90,0.88,6.41,
P1408MV,P1408,"2014-08-14 02:00:18",34.86689,-121.3611,"CYCLE 1",158,14,19,20,18.31,0.55,8.82,
P1408MV,P1408,"2014-08-14 02:00:18",34.86689,-121.3611,"CYCLE 1",158,14,17,30,25.35,0.51,12.47,
P1408MV,P1408,"2014-08-14 02:00:18",34.86689,-121.3611,"CYCLE 1",158,14,15,40,14.09,0.21,1.10,
P1408MV,P1408,"2014-08-14 02:00:18",34.86689,-121.3611,"CYCLE 1",158,14,13,50,6.16,0.10,0.11,
P1408MV,P1408,"2014-08-14 02:00:18",34.86689,-121.3611,"CYCLE 1",158,14,10,60,4.13,0.12,0.03,
P1408MV,P1408,"2014-08-14 02:00:18",34.86689,-121.3611,"CYCLE 1",158,14,7,70,3.39,0.04,0.03,
P1408MV,P1408,"2014-08-17 01:59:05",34.26789,-120.8229,"CYCLE 2",201,19,22,2,15.49,2.58,10.46,
P1408MV,P1408,"2014-08-17 01:59:05",34.26789,-120.8229,"CYCLE 2",201,19,19,8,12.55,2.78,9.98,
P1408MV,P1408,"2014-08-17 01:59:05",34.26789,-120.8229,"CYCLE 2",201,19,15,12,10.10,2.61,10.47,
